	taxid_a	taxid_b	protein_a	protein_b	int_type	d_method	pubmedid	source_db	conf_score	id	ipr_a	ipr_b	go_a	go_b	a_remapped_from	b_remapped_from
12	177416	9606	Q5NF50	Q92956	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NF50Q92956two hybrid pooling approach	['IPR006697', 'IPR011335', 'IPR027417']	['IPR001368', 'IPR022332', 'IPR034031']	['GO:0000166', 'GO:0000724', 'GO:0003677', 'GO:0004003', 'GO:0004386', 'GO:0004518', 'GO:0004527', 'GO:0005524', 'GO:0006281', 'GO:0006974', 'GO:0008854', 'GO:0009338', 'GO:0016787', 'GO:0032508', 'GO:0090305']	['GO:0001618', 'GO:0005031', 'GO:0005515', 'GO:0005886', 'GO:0005887', 'GO:0006954', 'GO:0006955', 'GO:0007166', 'GO:0007275', 'GO:0016020', 'GO:0016021', 'GO:0016032', 'GO:0031295', 'GO:0031625', 'GO:0032496', 'GO:0033209', 'GO:0042127', 'GO:0042981', 'GO:0046718', 'GO:0097190']		
13	177416	9606	Q5NGT9	Q96BY9	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NGT9Q96BY9two hybrid pooling approach	['IPR013783']	['IPR009567']		['GO:0005515', 'GO:0005783', 'GO:0005789', 'GO:0006811', 'GO:0006816', 'GO:0016020', 'GO:0016021', 'GO:0030176', 'GO:2001256']	Q5NGT9	
14	177416	9606	Q5NI93	Q15025	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q15025Q5NI93two hybrid pooling approach	['IPR000158', 'IPR003008', 'IPR008280', 'IPR018316', 'IPR020805', 'IPR024757', 'IPR036525', 'IPR037103']	['IPR033372']	['GO:0000166', 'GO:0003924', 'GO:0005525', 'GO:0005737', 'GO:0007049', 'GO:0032153', 'GO:0043093', 'GO:0051258', 'GO:0051301', 'GO:0090529']	['GO:0002755', 'GO:0005515', 'GO:0005622', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005829', 'GO:0006412', 'GO:0006952', 'GO:0006954', 'GO:0007159', 'GO:0009101', 'GO:0016579', 'GO:0031593', 'GO:0042802', 'GO:0043124', 'GO:0045071', 'GO:0045944', 'GO:0050727', 'GO:0050729', 'GO:0051019', 'GO:0070373', 'GO:0071222', 'GO:0085032', 'GO:1903003']		
15	177416	9606	Q5NH45	Q9HC24	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NH45Q9HC24two hybrid pooling approach	['IPR003111', 'IPR003593', 'IPR003959', 'IPR004815', 'IPR008268', 'IPR008269', 'IPR014721', 'IPR015947', 'IPR020568', 'IPR027065', 'IPR027417', 'IPR027543']	['IPR006214']	['GO:0000166', 'GO:0003677', 'GO:0004176', 'GO:0004252', 'GO:0005524', 'GO:0005737', 'GO:0006508', 'GO:0006515', 'GO:0008233', 'GO:0008236', 'GO:0016787', 'GO:0016887', 'GO:0030163', 'GO:0033554', 'GO:0043565']	['GO:0000139', 'GO:0005515', 'GO:0005794', 'GO:0005795', 'GO:0006915', 'GO:0016020', 'GO:0016021', 'GO:0043066', 'GO:0050848']		
16	177416	9606	Q5NHH2	Q15363	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q15363Q5NHH2two hybrid pooling approach	['IPR021699']	['IPR009038', 'IPR015720', 'IPR036598']		['GO:0000139', 'GO:0001701', 'GO:0001756', 'GO:0001843', 'GO:0001892', 'GO:0001893', 'GO:0001947', 'GO:0005515', 'GO:0005783', 'GO:0005789', 'GO:0005793', 'GO:0005794', 'GO:0006886', 'GO:0006888', 'GO:0006890', 'GO:0007030', 'GO:0010628', 'GO:0012507', 'GO:0015031', 'GO:0016020', 'GO:0016021', 'GO:0016192', 'GO:0030133', 'GO:0030137', 'GO:0030659', 'GO:0030663', 'GO:0031410', 'GO:0032525', 'GO:0032580', 'GO:0033116', 'GO:0034260', 'GO:0035264', 'GO:0035459', 'GO:0036342', 'GO:0042589', 'GO:0043231', 'GO:0048205', 'GO:0048208', 'GO:0048598', 'GO:0060716', 'GO:0072659']	Q5NHH2	
17	177416	9606	Q5NH29	Q9ULS5	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NH29Q9ULS5two hybrid pooling approach	['IPR006214']	['IPR019394']	['GO:0016020', 'GO:0016021']	['GO:0005515', 'GO:0016020', 'GO:0016021']		
18	177416	9606	Q5NIP6	P57088	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P57088Q5NIP6two hybrid pooling approach	['IPR000120', 'IPR004412', 'IPR020556', 'IPR023631', 'IPR036928']	['IPR005344']	['GO:0000166', 'GO:0004040', 'GO:0005524', 'GO:0006412', 'GO:0016874', 'GO:0030956', 'GO:0050567']	['GO:0005515', 'GO:0005634', 'GO:0005635', 'GO:0005643', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0016021', 'GO:0017056', 'GO:0030176', 'GO:0034613', 'GO:0034976', 'GO:0042470', 'GO:0051292', 'GO:0070062', 'GO:1903371', 'GO:1903896', 'GO:1903899']		
19	177416	9606	Q5NID2	Q8IYM9	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NID2Q8IYM9two hybrid pooling approach	['IPR007120', 'IPR007121', 'IPR007641', 'IPR007642', 'IPR007644', 'IPR007645', 'IPR010243', 'IPR014724', 'IPR015712', 'IPR019462', 'IPR037033']	['IPR000315', 'IPR001841', 'IPR001870', 'IPR003877', 'IPR003879', 'IPR013083', 'IPR013320', 'IPR017907', 'IPR027370', 'IPR035827']	['GO:0003677', 'GO:0003899', 'GO:0006351', 'GO:0016740', 'GO:0016779', 'GO:0032549']	['GO:0003700', 'GO:0003714', 'GO:0005515', 'GO:0005622', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005794', 'GO:0005829', 'GO:0006351', 'GO:0006355', 'GO:0006955', 'GO:0008270', 'GO:0009615', 'GO:0010508', 'GO:0015030', 'GO:0016032', 'GO:0016567', 'GO:0016604', 'GO:0016607', 'GO:0016740', 'GO:0019901', 'GO:0030674', 'GO:0032880', 'GO:0043123', 'GO:0046872', 'GO:0051091', 'GO:0051092', 'GO:0051607', 'GO:0060333', 'GO:0070206', 'GO:1903507']		
20	177416	9606	Q5NFM0	Q14258	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q14258Q5NFM0two hybrid pooling approach	['IPR000150', 'IPR006379', 'IPR023214', 'IPR036412']	['IPR000315', 'IPR001841', 'IPR001870', 'IPR003877', 'IPR003879', 'IPR006574', 'IPR013083', 'IPR013320', 'IPR017907', 'IPR027370']	['GO:0016787']	['GO:0002376', 'GO:0003700', 'GO:0003723', 'GO:0004842', 'GO:0005515', 'GO:0005622', 'GO:0005654', 'GO:0005737', 'GO:0005829', 'GO:0006513', 'GO:0008270', 'GO:0016032', 'GO:0016567', 'GO:0016579', 'GO:0016604', 'GO:0016740', 'GO:0016874', 'GO:0019985', 'GO:0030433', 'GO:0032480', 'GO:0033280', 'GO:0036503', 'GO:0042787', 'GO:0043123', 'GO:0043627', 'GO:0045087', 'GO:0045296', 'GO:0046596', 'GO:0046597', 'GO:0046872', 'GO:0051091', 'GO:0051092', 'GO:0051607', 'GO:0060333', 'GO:1902186', 'GO:1902187', 'GO:1904264', 'GO:1990830']		
21	177416	9606	Q5NHD1	Q9H5I1	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NHD1Q9H5I1two hybrid pooling approach	['IPR000358', 'IPR002109', 'IPR009078', 'IPR011900', 'IPR014025', 'IPR033909', 'IPR036249']	['IPR000953', 'IPR001214', 'IPR003616', 'IPR007728', 'IPR011381', 'IPR016197', 'IPR023779', 'IPR023780']	['GO:0004748', 'GO:0005623', 'GO:0006260', 'GO:0009055', 'GO:0009263', 'GO:0015035', 'GO:0016491', 'GO:0022900', 'GO:0045454', 'GO:0046872', 'GO:0055114']	['GO:0000122', 'GO:0000775', 'GO:0000785', 'GO:0000976', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005694', 'GO:0006333', 'GO:0006338', 'GO:0006351', 'GO:0006355', 'GO:0007049', 'GO:0008168', 'GO:0008270', 'GO:0016569', 'GO:0016740', 'GO:0018024', 'GO:0030154', 'GO:0032259', 'GO:0034968', 'GO:0036123', 'GO:0036124', 'GO:0042754', 'GO:0045892', 'GO:0046872', 'GO:0046974', 'GO:0048511', 'GO:0071456', 'GO:1904047']		
22	177416	9606	Q5NF08	Q8IYM9	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NF08Q8IYM9two hybrid pooling approach	['IPR000194', 'IPR003593', 'IPR004665', 'IPR011112', 'IPR011113', 'IPR011129', 'IPR012340', 'IPR027417', 'IPR036269']	['IPR000315', 'IPR001841', 'IPR001870', 'IPR003877', 'IPR003879', 'IPR013083', 'IPR013320', 'IPR017907', 'IPR027370', 'IPR035827']	['GO:0000166', 'GO:0003676', 'GO:0003723', 'GO:0004386', 'GO:0005524', 'GO:0006351', 'GO:0006353', 'GO:0006355', 'GO:0008186', 'GO:0016787']	['GO:0003700', 'GO:0003714', 'GO:0005515', 'GO:0005622', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005794', 'GO:0005829', 'GO:0006351', 'GO:0006355', 'GO:0006955', 'GO:0008270', 'GO:0009615', 'GO:0010508', 'GO:0015030', 'GO:0016032', 'GO:0016567', 'GO:0016604', 'GO:0016607', 'GO:0016740', 'GO:0019901', 'GO:0030674', 'GO:0032880', 'GO:0043123', 'GO:0046872', 'GO:0051091', 'GO:0051092', 'GO:0051607', 'GO:0060333', 'GO:0070206', 'GO:1903507']		
23	177416	9606	Q5NGF9	Q6PKC3	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NGF9Q6PKC3two hybrid pooling approach	['IPR003395', 'IPR004604', 'IPR027417']	['IPR013766', 'IPR036249']	['GO:0005524', 'GO:0006281', 'GO:0006310', 'GO:0006974']	['GO:0003756', 'GO:0005515', 'GO:0005783', 'GO:0005789', 'GO:0006457', 'GO:0016020', 'GO:0016021', 'GO:0034976', 'GO:0045454']		
24	177416	9606	Q5NHX0	O43396	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O43396Q5NHX0two hybrid pooling approach	['IPR000640', 'IPR000795', 'IPR004161', 'IPR004540', 'IPR005225', 'IPR005517', 'IPR009000', 'IPR009022', 'IPR014721', 'IPR020568', 'IPR027417', 'IPR031157', 'IPR035647', 'IPR035649']	['IPR008979', 'IPR010400', 'IPR013766', 'IPR017937', 'IPR036249', 'IPR037047']	['GO:0000166', 'GO:0003746', 'GO:0003924', 'GO:0005525', 'GO:0005622', 'GO:0005737', 'GO:0006412', 'GO:0006414']	['GO:0000502', 'GO:0004791', 'GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0015035', 'GO:0015036', 'GO:0016671', 'GO:0034599', 'GO:0045454', 'GO:0047134', 'GO:0055114', 'GO:0070062', 'GO:0098869']		
25	177416	9606	Q5NFP9	Q9BS26	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NFP9Q9BS26two hybrid pooling approach	['IPR000640', 'IPR000795', 'IPR004161', 'IPR005225', 'IPR006298', 'IPR009000', 'IPR027417', 'IPR031157', 'IPR035647', 'IPR035651']	['IPR013766', 'IPR036249']	['GO:0003746', 'GO:0003924', 'GO:0005525', 'GO:0006414']	['GO:0003756', 'GO:0005515', 'GO:0005576', 'GO:0005783', 'GO:0005788', 'GO:0005789', 'GO:0005793', 'GO:0006457', 'GO:0006986', 'GO:0009100', 'GO:0009986', 'GO:0034976', 'GO:0035580', 'GO:0043312', 'GO:0045454', 'GO:0070062']		
26	177416	9606	Q5NEC0	P63313	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P63313Q5NEC0two hybrid pooling approach	['IPR010073', 'IPR010918', 'IPR017926', 'IPR029062', 'IPR036604', 'IPR036676', 'IPR036921']	['IPR001152']	['GO:0000166', 'GO:0004642', 'GO:0005524', 'GO:0005737', 'GO:0006164', 'GO:0006189', 'GO:0006541', 'GO:0016874', 'GO:0046872']	['GO:0003779', 'GO:0003785', 'GO:0005515', 'GO:0005737', 'GO:0005856', 'GO:0007015']		
27	177416	9606	Q5NHN4	P26651	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P26651Q5NHN4two hybrid pooling approach	['IPR004193', 'IPR006047', 'IPR006048', 'IPR006407', 'IPR013783', 'IPR014756', 'IPR017853', 'IPR037439']	['IPR000571', 'IPR036855']	['GO:0003824', 'GO:0003844', 'GO:0004553', 'GO:0005975', 'GO:0005977', 'GO:0005978', 'GO:0016740', 'GO:0016757', 'GO:0043169', 'GO:0102752']	['GO:0000122', 'GO:0000165', 'GO:0000288', 'GO:0000289', 'GO:0000932', 'GO:0003677', 'GO:0003723', 'GO:0003727', 'GO:0003729', 'GO:0005515', 'GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0006402', 'GO:0009611', 'GO:0010494', 'GO:0010837', 'GO:0017091', 'GO:0019899', 'GO:0019901', 'GO:0019957', 'GO:0030529', 'GO:0031047', 'GO:0031072', 'GO:0031086', 'GO:0032680', 'GO:0032897', 'GO:0035278', 'GO:0035925', 'GO:0038066', 'GO:0042594', 'GO:0043488', 'GO:0044344', 'GO:0045085', 'GO:0045600', 'GO:0045616', 'GO:0045647', 'GO:0046872', 'GO:0051028', 'GO:0060213', 'GO:0061158', 'GO:0070063', 'GO:0070935', 'GO:0071222', 'GO:0071356', 'GO:0071364', 'GO:0071385', 'GO:0071889', 'GO:0097011', 'GO:1900153', 'GO:1901835', 'GO:1902172', 'GO:1904246', 'GO:1904582', 'GO:1990904', 'GO:2000637', 'GO:0000178', 'GO:0030014', 'GO:0070578', 'GO:0098745']		
28	177416	9606	Q5NFN2	O14907	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O14907Q5NFN2two hybrid pooling approach	['IPR002347', 'IPR020904', 'IPR036291']	['IPR001478', 'IPR017268', 'IPR036034']	['GO:0016491', 'GO:0055114']	['GO:0001650', 'GO:0005515', 'GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0007266', 'GO:0008013', 'GO:0008022', 'GO:0008285', 'GO:0015629', 'GO:0016020', 'GO:0016055', 'GO:0030111', 'GO:0030178', 'GO:0043231', 'GO:0070062', 'GO:0090630', 'GO:2000009']		
29	177416	9606	Q5NE82	P53804	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P53804Q5NE82two hybrid pooling approach	['IPR001270', 'IPR003593', 'IPR003959', 'IPR004176', 'IPR017730', 'IPR018368', 'IPR019489', 'IPR027417', 'IPR028299', 'IPR036628']	['IPR001841', 'IPR011990', 'IPR013026', 'IPR013083', 'IPR019734']	['GO:0000166', 'GO:0005524', 'GO:0005737', 'GO:0009408', 'GO:0016485', 'GO:0019538']	['GO:0004842', 'GO:0005515', 'GO:0005634', 'GO:0005730', 'GO:0005829', 'GO:0006511', 'GO:0016567', 'GO:0016740', 'GO:0046872', 'GO:0070936']		
30	177416	9606	Q5NF50	P26651	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P26651Q5NF50two hybrid pooling approach	['IPR006697', 'IPR011335', 'IPR027417']	['IPR000571', 'IPR036855']	['GO:0000166', 'GO:0000724', 'GO:0003677', 'GO:0004003', 'GO:0004386', 'GO:0004518', 'GO:0004527', 'GO:0005524', 'GO:0006281', 'GO:0006974', 'GO:0008854', 'GO:0009338', 'GO:0016787', 'GO:0032508', 'GO:0090305']	['GO:0000122', 'GO:0000165', 'GO:0000288', 'GO:0000289', 'GO:0000932', 'GO:0003677', 'GO:0003723', 'GO:0003727', 'GO:0003729', 'GO:0005515', 'GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0006402', 'GO:0009611', 'GO:0010494', 'GO:0010837', 'GO:0017091', 'GO:0019899', 'GO:0019901', 'GO:0019957', 'GO:0030529', 'GO:0031047', 'GO:0031072', 'GO:0031086', 'GO:0032680', 'GO:0032897', 'GO:0035278', 'GO:0035925', 'GO:0038066', 'GO:0042594', 'GO:0043488', 'GO:0044344', 'GO:0045085', 'GO:0045600', 'GO:0045616', 'GO:0045647', 'GO:0046872', 'GO:0051028', 'GO:0060213', 'GO:0061158', 'GO:0070063', 'GO:0070935', 'GO:0071222', 'GO:0071356', 'GO:0071364', 'GO:0071385', 'GO:0071889', 'GO:0097011', 'GO:1900153', 'GO:1901835', 'GO:1902172', 'GO:1904246', 'GO:1904582', 'GO:1990904', 'GO:2000637', 'GO:0000178', 'GO:0030014', 'GO:0070578', 'GO:0098745']		
31	177416	9606	Q5NFC7	Q6PKC3	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NFC7Q6PKC3two hybrid pooling approach	['IPR003439', 'IPR004602', 'IPR017871', 'IPR027417']	['IPR013766', 'IPR036249']	['GO:0000166', 'GO:0003677', 'GO:0004518', 'GO:0005524', 'GO:0005737', 'GO:0006281', 'GO:0006289', 'GO:0006974', 'GO:0008270', 'GO:0009380', 'GO:0009381', 'GO:0009432', 'GO:0016887', 'GO:0046872', 'GO:0090305']	['GO:0003756', 'GO:0005515', 'GO:0005783', 'GO:0005789', 'GO:0006457', 'GO:0016020', 'GO:0016021', 'GO:0034976', 'GO:0045454']		
32	177416	9606	Q5NHY7	Q99598	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NHY7Q99598two hybrid pooling approach	['IPR000362', 'IPR005677', 'IPR008948', 'IPR018951', 'IPR020557', 'IPR022761', 'IPR024083']	['IPR002848', 'IPR016068', 'IPR036081']	['GO:0003824', 'GO:0004333', 'GO:0005737', 'GO:0006099', 'GO:0006106', 'GO:0016829', 'GO:0045239']	['GO:0003677', 'GO:0003723', 'GO:0005515', 'GO:0005634', 'GO:0005737', 'GO:0005794', 'GO:0005829', 'GO:0007275', 'GO:0007283', 'GO:0008565', 'GO:0015031', 'GO:0030154', 'GO:0030422', 'GO:0043565', 'GO:0046872', 'GO:0048471']		
33	177416	9606	Q5NEA3	Q9UJ04	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NEA3Q9UJ04two hybrid pooling approach	['IPR011766', 'IPR012000', 'IPR012001', 'IPR012110', 'IPR029035', 'IPR029061']	['IPR002164', 'IPR037231']	['GO:0000287', 'GO:0003824', 'GO:0016829', 'GO:0016831', 'GO:0030976', 'GO:0047434']	['GO:0005515', 'GO:0005634', 'GO:0006334']		
