	taxid_a	taxid_b	protein_a	protein_b	int_type	d_method	pubmedid	source_db	conf_score	id	ipr_a	ipr_b	go_a	go_b	a_remapped_from	b_remapped_from
18	632	9606	Q7CHC7	O00165	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O00165Q7CHC7two hybrid pooling approach	['IPR001650', 'IPR006935', 'IPR011332', 'IPR014001', 'IPR027417', 'IPR029038']	['IPR017248']	['GO:0003677', 'GO:0004004', 'GO:0004386', 'GO:0005524', 'GO:0005737', 'GO:0006412', 'GO:0010501', 'GO:0016787', 'GO:0005730']	['GO:0000932', 'GO:0005515', 'GO:0005634', 'GO:0005635', 'GO:0005667', 'GO:0005737', 'GO:0005739', 'GO:0005741', 'GO:0005758', 'GO:0005783', 'GO:0005886', 'GO:0005938', 'GO:0014068', 'GO:0015629', 'GO:0016020', 'GO:0016529', 'GO:0019966', 'GO:0030027', 'GO:0030833', 'GO:0030854', 'GO:0031410', 'GO:0031965', 'GO:0033138', 'GO:0042981', 'GO:0043066', 'GO:0045944', 'GO:0047485', 'GO:0050731', 'GO:0051897', 'GO:0071345', 'GO:1903146', 'GO:1903214', 'GO:2000251', 'GO:0007005']		
19	632	9606	Q7CJQ8	Q92802	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q7CJQ8Q92802two hybrid pooling approach	['IPR005572', 'IPR005573', 'IPR026279', 'IPR036147']	['IPR026568', 'IPR027417']	['GO:0005886', 'GO:0006950', 'GO:0016020', 'GO:0016989', 'GO:1903506']	['GO:0000122', 'GO:0001106', 'GO:0003674', 'GO:0005515', 'GO:0005634', 'GO:0017053', 'GO:0019899', 'GO:0070062', 'GO:1902035', 'GO:1902037']		
20	632	9606	Q7CII9	P51610	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P51610Q7CII9two hybrid pooling approach	['IPR007698', 'IPR007886', 'IPR008142', 'IPR008143', 'IPR024605', 'IPR026255', 'IPR036291']	['IPR003961', 'IPR006652', 'IPR013783', 'IPR015915', 'IPR036116', 'IPR037293']	['GO:0000166', 'GO:0005886', 'GO:0006740', 'GO:0008746', 'GO:0008750', 'GO:0015992', 'GO:0016020', 'GO:0016021', 'GO:0016491', 'GO:0050661', 'GO:0051287', 'GO:0055114']	['GO:0000122', 'GO:0000123', 'GO:0001205', 'GO:0003682', 'GO:0003700', 'GO:0003713', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0006355', 'GO:0006366', 'GO:0007005', 'GO:0007049', 'GO:0010628', 'GO:0016020', 'GO:0016032', 'GO:0016569', 'GO:0016579', 'GO:0019046', 'GO:0030424', 'GO:0030425', 'GO:0033613', 'GO:0042802', 'GO:0043025', 'GO:0043254', 'GO:0043981', 'GO:0043982', 'GO:0043984', 'GO:0045296', 'GO:0045787', 'GO:0045944', 'GO:0048188', 'GO:0050821', 'GO:0071339', 'GO:0071407', 'GO:0005671', 'GO:0070461', 'GO:0043995', 'GO:0043996', 'GO:0046972']		
21	632	9606	Q7CG61	O00165	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O00165Q7CG61two hybrid pooling approach	['IPR023190', 'IPR023214', 'IPR036412']	['IPR017248']	['GO:0004647', 'GO:0006564', 'GO:0016311', 'GO:0016787']	['GO:0000932', 'GO:0005515', 'GO:0005634', 'GO:0005635', 'GO:0005667', 'GO:0005737', 'GO:0005739', 'GO:0005741', 'GO:0005758', 'GO:0005783', 'GO:0005886', 'GO:0005938', 'GO:0014068', 'GO:0015629', 'GO:0016020', 'GO:0016529', 'GO:0019966', 'GO:0030027', 'GO:0030833', 'GO:0030854', 'GO:0031410', 'GO:0031965', 'GO:0033138', 'GO:0042981', 'GO:0043066', 'GO:0045944', 'GO:0047485', 'GO:0050731', 'GO:0051897', 'GO:0071345', 'GO:1903146', 'GO:1903214', 'GO:2000251', 'GO:0007005']		
22	632	9606	Q8ZGA1	O14964	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O14964Q8ZGA1two hybrid pooling approach	['IPR005582', 'IPR010916', 'IPR033439', 'IPR033440', 'IPR033441', 'IPR036141', 'IPR036388', 'IPR036390']	['IPR000306', 'IPR002014', 'IPR003903', 'IPR008942', 'IPR011011', 'IPR013083', 'IPR017073', 'IPR017455', 'IPR024641']	['GO:0005509', 'GO:0005737', 'GO:0006260', 'GO:0007049', 'GO:0007059', 'GO:0009295', 'GO:0030261', 'GO:0051301']	['GO:0005515', 'GO:0005737', 'GO:0005764', 'GO:0005768', 'GO:0005769', 'GO:0005829', 'GO:0006622', 'GO:0006886', 'GO:0007165', 'GO:0008285', 'GO:0010324', 'GO:0010628', 'GO:0015031', 'GO:0016020', 'GO:0016197', 'GO:0016236', 'GO:0016579', 'GO:0019904', 'GO:0031901', 'GO:0032585', 'GO:0033565', 'GO:0036258', 'GO:0042059', 'GO:0042176', 'GO:0043231', 'GO:0043405', 'GO:0044389', 'GO:0046426', 'GO:0046872', 'GO:0061024', 'GO:0070062', 'GO:0072657', 'GO:1903543']		
23	632	9606	Q7CL30	Q14469	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q14469Q7CL30two hybrid pooling approach	['IPR002197', 'IPR009057', 'IPR015422', 'IPR029016']	['IPR003650', 'IPR011598', 'IPR036638']	['GO:0003677', 'GO:0003824', 'GO:0043565']	['GO:0000122', 'GO:0000981', 'GO:0001078', 'GO:0001701', 'GO:0001889', 'GO:0003143', 'GO:0003151', 'GO:0003266', 'GO:0003281', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0005622', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0006351', 'GO:0006355', 'GO:0006357', 'GO:0006461', 'GO:0007155', 'GO:0007219', 'GO:0007224', 'GO:0007262', 'GO:0007389', 'GO:0007399', 'GO:0008134', 'GO:0008284', 'GO:0016477', 'GO:0021537', 'GO:0021555', 'GO:0021557', 'GO:0021558', 'GO:0021575', 'GO:0021861', 'GO:0021915', 'GO:0021983', 'GO:0021984', 'GO:0030324', 'GO:0030513', 'GO:0030901', 'GO:0031016', 'GO:0035019', 'GO:0035909', 'GO:0035910', 'GO:0042102', 'GO:0042491', 'GO:0042531', 'GO:0042668', 'GO:0042803', 'GO:0042826', 'GO:0043388', 'GO:0043565', 'GO:0045165', 'GO:0045596', 'GO:0045598', 'GO:0045607', 'GO:0045608', 'GO:0045665', 'GO:0045747', 'GO:0045892', 'GO:0045893', 'GO:0045944', 'GO:0045977', 'GO:0046331', 'GO:0046427', 'GO:0046983', 'GO:0048469', 'GO:0048505', 'GO:0048538', 'GO:0048667', 'GO:0048711', 'GO:0048715', 'GO:0048844', 'GO:0050678', 'GO:0050767', 'GO:0051087', 'GO:0060122', 'GO:0060164', 'GO:0060253', 'GO:0060412', 'GO:0060675', 'GO:0060716', 'GO:0061009', 'GO:0061106', 'GO:0061309', 'GO:0061626', 'GO:0071820', 'GO:0072012', 'GO:0072049', 'GO:0072050', 'GO:0072141', 'GO:0072282', 'GO:0090102', 'GO:0090162', 'GO:0097084', 'GO:0097150', 'GO:1903955', 'GO:2000227', 'GO:2000737', 'GO:2000974', 'GO:2000978', 'GO:2000981']		
24	632	9606	Q8CZU2	P04233	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P04233Q8CZU2two hybrid pooling approach	['IPR005546', 'IPR006315', 'IPR011050', 'IPR012332', 'IPR024973', 'IPR036709']	['IPR000716', 'IPR011988', 'IPR015386', 'IPR022339', 'IPR036613', 'IPR036857']	['GO:0019867']	['GO:0000139', 'GO:0000187', 'GO:0001516', 'GO:0001540', 'GO:0001934', 'GO:0001961', 'GO:0002250', 'GO:0002376', 'GO:0002606', 'GO:0002792', 'GO:0002830', 'GO:0002906', 'GO:0004896', 'GO:0005515', 'GO:0005622', 'GO:0005764', 'GO:0005765', 'GO:0005768', 'GO:0005770', 'GO:0005771', 'GO:0005773', 'GO:0005783', 'GO:0005789', 'GO:0005794', 'GO:0005886', 'GO:0006461', 'GO:0006886', 'GO:0006952', 'GO:0006955', 'GO:0007165', 'GO:0008283', 'GO:0009897', 'GO:0009986', 'GO:0012507', 'GO:0016020', 'GO:0016021', 'GO:0016064', 'GO:0019882', 'GO:0019883', 'GO:0019886', 'GO:0019955', 'GO:0023026', 'GO:0030658', 'GO:0030666', 'GO:0030669', 'GO:0030890', 'GO:0032588', 'GO:0033674', 'GO:0035691', 'GO:0035692', 'GO:0035693', 'GO:0035718', 'GO:0042289', 'GO:0042609', 'GO:0042613', 'GO:0042658', 'GO:0042802', 'GO:0043030', 'GO:0043066', 'GO:0043123', 'GO:0043202', 'GO:0043410', 'GO:0043518', 'GO:0044183', 'GO:0045058', 'GO:0045059', 'GO:0045060', 'GO:0045581', 'GO:0045582', 'GO:0045657', 'GO:0045893', 'GO:0046598', 'GO:0048146', 'GO:0050731', 'GO:0050900', 'GO:0050998', 'GO:0051085', 'GO:0051290', 'GO:0060907', 'GO:0070062', 'GO:0070206', 'GO:0070374', 'GO:0071556', 'GO:0090023', 'GO:1902166', 'GO:2000343']		
25	632	9606	Q7CKQ0	P04233	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P04233Q7CKQ0two hybrid pooling approach	['IPR000015', 'IPR018030', 'IPR025885', 'IPR025949', 'IPR037224']	['IPR000716', 'IPR011988', 'IPR015386', 'IPR022339', 'IPR036613', 'IPR036857']	['GO:0009279', 'GO:0009297', 'GO:0015473', 'GO:0016020', 'GO:0016021', 'GO:0055085']	['GO:0000139', 'GO:0000187', 'GO:0001516', 'GO:0001540', 'GO:0001934', 'GO:0001961', 'GO:0002250', 'GO:0002376', 'GO:0002606', 'GO:0002792', 'GO:0002830', 'GO:0002906', 'GO:0004896', 'GO:0005515', 'GO:0005622', 'GO:0005764', 'GO:0005765', 'GO:0005768', 'GO:0005770', 'GO:0005771', 'GO:0005773', 'GO:0005783', 'GO:0005789', 'GO:0005794', 'GO:0005886', 'GO:0006461', 'GO:0006886', 'GO:0006952', 'GO:0006955', 'GO:0007165', 'GO:0008283', 'GO:0009897', 'GO:0009986', 'GO:0012507', 'GO:0016020', 'GO:0016021', 'GO:0016064', 'GO:0019882', 'GO:0019883', 'GO:0019886', 'GO:0019955', 'GO:0023026', 'GO:0030658', 'GO:0030666', 'GO:0030669', 'GO:0030890', 'GO:0032588', 'GO:0033674', 'GO:0035691', 'GO:0035692', 'GO:0035693', 'GO:0035718', 'GO:0042289', 'GO:0042609', 'GO:0042613', 'GO:0042658', 'GO:0042802', 'GO:0043030', 'GO:0043066', 'GO:0043123', 'GO:0043202', 'GO:0043410', 'GO:0043518', 'GO:0044183', 'GO:0045058', 'GO:0045059', 'GO:0045060', 'GO:0045581', 'GO:0045582', 'GO:0045657', 'GO:0045893', 'GO:0046598', 'GO:0048146', 'GO:0050731', 'GO:0050900', 'GO:0050998', 'GO:0051085', 'GO:0051290', 'GO:0060907', 'GO:0070062', 'GO:0070206', 'GO:0070374', 'GO:0071556', 'GO:0090023', 'GO:1902166', 'GO:2000343']		
26	632	9606	Q8ZFR1	P42694	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P42694Q8ZFR1two hybrid pooling approach	['IPR003000', 'IPR026590', 'IPR027546', 'IPR029035']	['IPR000571', 'IPR011990', 'IPR027417', 'IPR036855']	['GO:0005737', 'GO:0016787', 'GO:0036047', 'GO:0036049', 'GO:0036054', 'GO:0036055', 'GO:0046872', 'GO:0070403']	['GO:0000166', 'GO:0003723', 'GO:0004386', 'GO:0005515', 'GO:0005524', 'GO:0005634', 'GO:0016020', 'GO:0016787', 'GO:0046872']		
27	632	9606	P58543	Q9H422	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P58543Q9H422two hybrid pooling approach	['IPR005929', 'IPR018484', 'IPR018485']	['IPR000719', 'IPR008271', 'IPR011009', 'IPR017441']	['GO:0000166', 'GO:0005524', 'GO:0005975', 'GO:0008741', 'GO:0016301', 'GO:0016310', 'GO:0016740', 'GO:0016773', 'GO:0019568', 'GO:0019569', 'GO:0046835']	['GO:0000166', 'GO:0004672', 'GO:0004674', 'GO:0005524', 'GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0006351', 'GO:0006355', 'GO:0006468', 'GO:0006915', 'GO:0009299', 'GO:0016301', 'GO:0016310', 'GO:0016604', 'GO:0016605', 'GO:0016740', 'GO:0018105', 'GO:0018107', 'GO:0043066', 'GO:0043508']		
28	632	9606	Q8CZJ9	O14964	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O14964Q8CZJ9two hybrid pooling approach	['IPR003373', 'IPR005225', 'IPR011640', 'IPR011642', 'IPR027417', 'IPR030389']	['IPR000306', 'IPR002014', 'IPR003903', 'IPR008942', 'IPR011011', 'IPR013083', 'IPR017073', 'IPR017455', 'IPR024641']	['GO:0005525', 'GO:0005886', 'GO:0015093', 'GO:0015684', 'GO:0016020', 'GO:0016021', 'GO:0055072', 'GO:1903874']	['GO:0005515', 'GO:0005737', 'GO:0005764', 'GO:0005768', 'GO:0005769', 'GO:0005829', 'GO:0006622', 'GO:0006886', 'GO:0007165', 'GO:0008285', 'GO:0010324', 'GO:0010628', 'GO:0015031', 'GO:0016020', 'GO:0016197', 'GO:0016236', 'GO:0016579', 'GO:0019904', 'GO:0031901', 'GO:0032585', 'GO:0033565', 'GO:0036258', 'GO:0042059', 'GO:0042176', 'GO:0043231', 'GO:0043405', 'GO:0044389', 'GO:0046426', 'GO:0046872', 'GO:0061024', 'GO:0070062', 'GO:0072657', 'GO:1903543']		
