	taxid_a	taxid_b	protein_a	protein_b	int_type	d_method	pubmedid	source_db	conf_score	id	ipr_a	ipr_b	go_a	go_b	a_remapped_from	b_remapped_from
10	1392	9606	P13423	P58335	physical association	isothermal titration calorimetry	15044490	IntAct	0.79	15044490P13423P58335isothermal titration calorimetry	['IPR003896', 'IPR011658', 'IPR027439', 'IPR035088', 'IPR035331', 'IPR037149', 'IPR037524']	['IPR002035', 'IPR008399', 'IPR008400', 'IPR013783', 'IPR017360', 'IPR036465']	['GO:0000122', 'GO:0001933', 'GO:0005515', 'GO:0005576', 'GO:0005615', 'GO:0005886', 'GO:0009405', 'GO:0010008', 'GO:0010629', 'GO:0035897', 'GO:0042802', 'GO:0043409', 'GO:0044533', 'GO:0046872', 'GO:0051260', 'GO:0061136', 'GO:0090729', 'GO:1903140', 'GO:0097300']	['GO:0004872', 'GO:0005515', 'GO:0005576', 'GO:0005783', 'GO:0005789', 'GO:0005886', 'GO:0009897', 'GO:0009986', 'GO:0010008', 'GO:0016020', 'GO:0016021', 'GO:0022414', 'GO:0046872', 'GO:1901998']		
11	1392	9606	P13423	Q9H6X2	direct interaction	enzyme linked immunosorbent assay	14507921	IntAct	0.61	14507921P13423Q9H6X2enzyme linked immunosorbent assay	['IPR003896', 'IPR011658', 'IPR027439', 'IPR035088', 'IPR035331', 'IPR037149', 'IPR037524']	['IPR002035', 'IPR008399', 'IPR008400', 'IPR013783', 'IPR036465']	['GO:0000122', 'GO:0001933', 'GO:0005515', 'GO:0005576', 'GO:0005615', 'GO:0005886', 'GO:0009405', 'GO:0010008', 'GO:0010629', 'GO:0035897', 'GO:0042802', 'GO:0043409', 'GO:0044533', 'GO:0046872', 'GO:0051260', 'GO:0061136', 'GO:0090729', 'GO:1903140', 'GO:0097300']	['GO:0001568', 'GO:0004872', 'GO:0004888', 'GO:0005515', 'GO:0005518', 'GO:0005886', 'GO:0007165', 'GO:0009897', 'GO:0009986', 'GO:0010008', 'GO:0016020', 'GO:0016021', 'GO:0022414', 'GO:0031258', 'GO:0031527', 'GO:0031532', 'GO:0034446', 'GO:0042995', 'GO:0046872', 'GO:0051015', 'GO:0070062', 'GO:1901202', 'GO:1905050']		
12	1392	9606	P13423	Q9H6X2	direct interaction	pull down	14507921	IntAct	0.61	14507921P13423Q9H6X2pull down	['IPR003896', 'IPR011658', 'IPR027439', 'IPR035088', 'IPR035331', 'IPR037149', 'IPR037524']	['IPR002035', 'IPR008399', 'IPR008400', 'IPR013783', 'IPR036465']	['GO:0000122', 'GO:0001933', 'GO:0005515', 'GO:0005576', 'GO:0005615', 'GO:0005886', 'GO:0009405', 'GO:0010008', 'GO:0010629', 'GO:0035897', 'GO:0042802', 'GO:0043409', 'GO:0044533', 'GO:0046872', 'GO:0051260', 'GO:0061136', 'GO:0090729', 'GO:1903140', 'GO:0097300']	['GO:0001568', 'GO:0004872', 'GO:0004888', 'GO:0005515', 'GO:0005518', 'GO:0005886', 'GO:0007165', 'GO:0009897', 'GO:0009986', 'GO:0010008', 'GO:0016020', 'GO:0016021', 'GO:0022414', 'GO:0031258', 'GO:0031527', 'GO:0031532', 'GO:0034446', 'GO:0042995', 'GO:0046872', 'GO:0051015', 'GO:0070062', 'GO:1901202', 'GO:1905050']		
13	1392	9606	P13423	Q9H6X2	physical association	fluorescence-activated cell sorting	14507921	IntAct	0.61	14507921P13423Q9H6X2fluorescence-activated cell sorting	['IPR003896', 'IPR011658', 'IPR027439', 'IPR035088', 'IPR035331', 'IPR037149', 'IPR037524']	['IPR002035', 'IPR008399', 'IPR008400', 'IPR013783', 'IPR036465']	['GO:0000122', 'GO:0001933', 'GO:0005515', 'GO:0005576', 'GO:0005615', 'GO:0005886', 'GO:0009405', 'GO:0010008', 'GO:0010629', 'GO:0035897', 'GO:0042802', 'GO:0043409', 'GO:0044533', 'GO:0046872', 'GO:0051260', 'GO:0061136', 'GO:0090729', 'GO:1903140', 'GO:0097300']	['GO:0001568', 'GO:0004872', 'GO:0004888', 'GO:0005515', 'GO:0005518', 'GO:0005886', 'GO:0007165', 'GO:0009897', 'GO:0009986', 'GO:0010008', 'GO:0016020', 'GO:0016021', 'GO:0022414', 'GO:0031258', 'GO:0031527', 'GO:0031532', 'GO:0034446', 'GO:0042995', 'GO:0046872', 'GO:0051015', 'GO:0070062', 'GO:1901202', 'GO:1905050']		
14	1392	9606	P15917	P46734	protein cleavage	protease assay	16455799	DIP	0.44	16455799P15917P46734protease assay	['IPR003541', 'IPR014781', 'IPR015239', 'IPR024079']	['IPR000719', 'IPR008271', 'IPR011009', 'IPR017441']	['GO:0000122', 'GO:0001933', 'GO:0003824', 'GO:0005515', 'GO:0005576', 'GO:0005829', 'GO:0005886', 'GO:0006508', 'GO:0008233', 'GO:0008237', 'GO:0009405', 'GO:0010008', 'GO:0010629', 'GO:0016787', 'GO:0035897', 'GO:0043409', 'GO:0044533', 'GO:0046872', 'GO:0061136', 'GO:0090729', 'GO:1903140', 'GO:0097300']	['GO:0000165', 'GO:0000166', 'GO:0000187', 'GO:0004672', 'GO:0004674', 'GO:0004708', 'GO:0004713', 'GO:0005515', 'GO:0005524', 'GO:0005654', 'GO:0005737', 'GO:0005829', 'GO:0006468', 'GO:0006954', 'GO:0007165', 'GO:0007346', 'GO:0016020', 'GO:0016301', 'GO:0016310', 'GO:0016740', 'GO:0018108', 'GO:0019901', 'GO:0023014', 'GO:0031098', 'GO:0032147', 'GO:0035897', 'GO:0042035', 'GO:0042981', 'GO:0045860', 'GO:0045893', 'GO:0060048']		
15	1392	9606	P15917	P61923	physical association	pull down	18356299	DIP	0.4	18356299P15917P61923pull down	['IPR003541', 'IPR014781', 'IPR015239', 'IPR024079']	['IPR000804', 'IPR011012', 'IPR022775']	['GO:0000122', 'GO:0001933', 'GO:0003824', 'GO:0005515', 'GO:0005576', 'GO:0005829', 'GO:0005886', 'GO:0006508', 'GO:0008233', 'GO:0008237', 'GO:0009405', 'GO:0010008', 'GO:0010629', 'GO:0016787', 'GO:0035897', 'GO:0043409', 'GO:0044533', 'GO:0046872', 'GO:0061136', 'GO:0090729', 'GO:1903140', 'GO:0097300']	['GO:0000139', 'GO:0005737', 'GO:0005789', 'GO:0005794', 'GO:0005829', 'GO:0006886', 'GO:0006888', 'GO:0006890', 'GO:0006891', 'GO:0015031', 'GO:0016020', 'GO:0016192', 'GO:0030117', 'GO:0030126', 'GO:0030133', 'GO:0030663', 'GO:0031410', 'GO:1901998']		
16	1392	9606	P15917	P53618	physical association	pull down	18356299	DIP	0.4	18356299P15917P53618pull down	['IPR003541', 'IPR014781', 'IPR015239', 'IPR024079']	['IPR002553', 'IPR011710', 'IPR011989', 'IPR016024', 'IPR016460', 'IPR029446']	['GO:0000122', 'GO:0001933', 'GO:0003824', 'GO:0005515', 'GO:0005576', 'GO:0005829', 'GO:0005886', 'GO:0006508', 'GO:0008233', 'GO:0008237', 'GO:0009405', 'GO:0010008', 'GO:0010629', 'GO:0016787', 'GO:0035897', 'GO:0043409', 'GO:0044533', 'GO:0046872', 'GO:0061136', 'GO:0090729', 'GO:1903140', 'GO:0097300']	['GO:0000139', 'GO:0005198', 'GO:0005515', 'GO:0005737', 'GO:0005789', 'GO:0005793', 'GO:0005794', 'GO:0005798', 'GO:0005829', 'GO:0005886', 'GO:0006886', 'GO:0006888', 'GO:0006890', 'GO:0006891', 'GO:0015031', 'GO:0016020', 'GO:0016032', 'GO:0016192', 'GO:0030117', 'GO:0030126', 'GO:0030133', 'GO:0030137', 'GO:0030663', 'GO:0030667', 'GO:0031410', 'GO:0043231', 'GO:0043312', 'GO:0070821', 'GO:0101003']		
17	1392	9606	Q81P26	O14595	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O14595Q81P26two hybrid pooling approach	['IPR001048', 'IPR001057', 'IPR002478', 'IPR005715', 'IPR011529', 'IPR015947', 'IPR019797', 'IPR036393', 'IPR036974']	['IPR004274', 'IPR011948', 'IPR023214', 'IPR036412']	['GO:0000166', 'GO:0003723', 'GO:0004349', 'GO:0005524', 'GO:0005737', 'GO:0006561', 'GO:0008652', 'GO:0016301', 'GO:0016310', 'GO:0016740', 'GO:0055129']	['GO:0001933', 'GO:0004721', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0006470', 'GO:0008420', 'GO:0016787', 'GO:0016791', 'GO:0036498', 'GO:0046872', 'GO:2000134']		
18	1392	9606	Q81TS3	Q2NL98	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q2NL98Q81TS3two hybrid pooling approach	['IPR000515', 'IPR035906']		['GO:0005886', 'GO:0006857', 'GO:0016020', 'GO:0016021', 'GO:0042626', 'GO:0055085']	['GO:0005737']		Q2NL98
19	1392	9606	Q81WM8	Q13162	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q13162Q81WM8two hybrid pooling approach	['IPR001247', 'IPR003029', 'IPR004087', 'IPR004088', 'IPR012162', 'IPR012340', 'IPR015847', 'IPR015848', 'IPR020568', 'IPR022967', 'IPR027408', 'IPR036345', 'IPR036456', 'IPR036612']	['IPR000866', 'IPR013766', 'IPR019479', 'IPR024706', 'IPR036249']	['GO:0003676', 'GO:0003723', 'GO:0003729', 'GO:0004654', 'GO:0005737', 'GO:0006396', 'GO:0006402', 'GO:0016740', 'GO:0016779', 'GO:0046872']	['GO:0004601', 'GO:0005515', 'GO:0005576', 'GO:0005615', 'GO:0005634', 'GO:0005737', 'GO:0005739', 'GO:0005783', 'GO:0005790', 'GO:0005829', 'GO:0007252', 'GO:0007283', 'GO:0008379', 'GO:0008584', 'GO:0016209', 'GO:0016491', 'GO:0019471', 'GO:0022417', 'GO:0030198', 'GO:0034774', 'GO:0042803', 'GO:0043312', 'GO:0045454', 'GO:0051920', 'GO:0055114', 'GO:0070062', 'GO:0072593', 'GO:0098869', 'GO:1904813', 'GO:2000255']		
20	1392	9606	Q81QV1	Q8TCU6	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81QV1Q8TCU6two hybrid pooling approach	['IPR010310', 'IPR024696', 'IPR036689']	['IPR000219', 'IPR000591', 'IPR001331', 'IPR001478', 'IPR001849', 'IPR011993', 'IPR035899', 'IPR036034', 'IPR036388', 'IPR036390']		['GO:0005085', 'GO:0005089', 'GO:0005096', 'GO:0005515', 'GO:0005543', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0006469', 'GO:0006801', 'GO:0007186', 'GO:0016020', 'GO:0019899', 'GO:0030041', 'GO:0030217', 'GO:0030335', 'GO:0030426', 'GO:0030593', 'GO:0030676', 'GO:0030833', 'GO:0032007', 'GO:0035023', 'GO:0035556', 'GO:0042119', 'GO:0043065', 'GO:0043198', 'GO:0043547', 'GO:0045785', 'GO:0048471', 'GO:0050773', 'GO:0051056', 'GO:0072593', 'GO:1900026']	Q81QV1	
21	1392	9606	Q81Y51	Q13162	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q13162Q81Y51two hybrid pooling approach	['IPR002932', 'IPR013785', 'IPR024188', 'IPR027283']	['IPR000866', 'IPR013766', 'IPR019479', 'IPR024706', 'IPR036249']	['GO:0003674', 'GO:0003824', 'GO:0005575', 'GO:0006537', 'GO:0008150', 'GO:0015930', 'GO:0016638', 'GO:0055114']	['GO:0004601', 'GO:0005515', 'GO:0005576', 'GO:0005615', 'GO:0005634', 'GO:0005737', 'GO:0005739', 'GO:0005783', 'GO:0005790', 'GO:0005829', 'GO:0007252', 'GO:0007283', 'GO:0008379', 'GO:0008584', 'GO:0016209', 'GO:0016491', 'GO:0019471', 'GO:0022417', 'GO:0030198', 'GO:0034774', 'GO:0042803', 'GO:0043312', 'GO:0045454', 'GO:0051920', 'GO:0055114', 'GO:0070062', 'GO:0072593', 'GO:0098869', 'GO:1904813', 'GO:2000255']		
22	1392	9606	A0A1V4BGP0	Q9NYI0	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500A0A1V4BGP0Q9NYI0two hybrid pooling approach		['IPR000904', 'IPR001849', 'IPR011993', 'IPR023394', 'IPR035999']		['GO:0005085', 'GO:0005086', 'GO:0005886', 'GO:0014069', 'GO:0016020', 'GO:0030054', 'GO:0032012', 'GO:0032587', 'GO:0042995', 'GO:0045202', 'GO:0045211', 'GO:0065009']	A0A1V4BGP0	
23	1392	9606	Q81ZF9	Q9NYI0	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81ZF9Q9NYI0two hybrid pooling approach	['IPR002781']	['IPR000904', 'IPR001849', 'IPR011993', 'IPR023394', 'IPR035999']	['GO:0003674', 'GO:0005886', 'GO:0008150', 'GO:0016020', 'GO:0016021']	['GO:0005085', 'GO:0005086', 'GO:0005886', 'GO:0014069', 'GO:0016020', 'GO:0030054', 'GO:0032012', 'GO:0032587', 'GO:0042995', 'GO:0045202', 'GO:0045211', 'GO:0065009']		
